Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
1,1.6541081612106943,37.29343456900402,1.4802719925419758,50.0
2,1.1404208868622194,57.39169271996427,1.3499532528853013,55.08474576271186
3,1.0177819773042345,60.74140241179098,1.2060567928572832,61.86440677966102
4,0.8425934130775976,66.50290308173291,1.202282922247709,59.32203389830509
5,0.8031363058111507,68.78070567217507,1.1116776405754736,59.32203389830509
6,0.7670899186883988,68.60205448861099,1.2279668133390151,66.10169491525424
7,0.6980720194070773,70.56721750781598,1.0881705536680706,67.79661016949153
8,0.6497624158167105,73.9169271996427,1.0219815359529802,65.2542372881356
9,0.6342238660713774,74.94417150513623,1.198427311002703,64.40677966101696
10,0.5935164808481599,76.41804376953998,1.1200545869641385,67.79661016949153
11,0.47694137384977764,80.16971862438588,1.095469828000513,66.94915254237289
12,0.4476799273554796,81.3756141134435,0.9662853864542509,71.1864406779661
13,0.4534394468724488,81.73291648057169,1.3041552201671116,65.2542372881356
14,0.40443936068865805,82.00089325591782,1.06656187802052,64.40677966101696
15,0.3790893561875197,83.29611433675748,0.9595511762141171,71.1864406779661
16,0.3429495826689672,85.26127735596248,0.9900823933214454,70.33898305084746
17,0.32379355644636676,85.43992853952658,0.966512603393235,68.64406779661017
18,0.31432380605457405,86.42251004912907,1.0193785159390862,72.03389830508475
19,0.30520940684164777,87.0477891916034,1.0225527385028743,66.94915254237289
20,0.2929699605546289,87.22644037516748,1.0807176109845356,66.10169491525424
21,0.31611011514391096,86.02054488610987,1.2167809340408293,65.2542372881356
22,0.27301423181082957,88.70031263957124,1.196222575097266,66.10169491525424
23,0.27071048167599476,88.29834747655204,1.2082463916454276,66.94915254237289
24,0.2837059091595253,87.85171951764181,1.164537056365003,68.64406779661017
25,0.2673904548842974,88.34301027244305,1.0884612243054277,66.94915254237289
26,0.25169564491073804,88.87896382313532,1.1949430941525152,63.559322033898304
27,0.2509026722570731,88.96828941491738,1.1964838028080382,65.2542372881356
28,0.24682311380931765,88.87896382313532,1.141577326582145,63.559322033898304
29,0.24313884897655863,89.95087092451988,1.203258241100584,66.94915254237289
30,0.23767473135025388,89.37025457793658,1.155468299858651,67.79661016949153
31,0.24220294081083948,89.8168825368468,1.198170850842686,63.559322033898304
32,0.2314019340950232,89.72755694506476,1.219472463668908,68.64406779661017
33,0.24801180577933016,88.56632425189817,1.199313290511905,65.2542372881356
34,0.2518824582362931,89.0129522108084,1.1889634959841684,67.79661016949153
35,0.2330854637560806,89.72755694506476,1.2018434475412814,64.40677966101696
36,0.2523239513974788,89.63823135328272,1.2357182327215954,66.94915254237289
37,0.24637667862045387,89.32559178204555,1.229186286928795,66.10169491525424
38,0.2379402516675134,89.10227780259044,1.1873654848817041,65.2542372881356
39,0.2370028315430616,90.08485931219295,1.2226899973416732,66.94915254237289
40,0.23733812947260477,89.8168825368468,1.2145305275285647,68.64406779661017
41,0.2336005570500916,90.3974988834301,1.1549236673419758,66.94915254237289
42,0.24804627476072885,89.37025457793658,1.19133434826666,67.79661016949153
43,0.23909903099729632,89.77221974095579,1.1812913491059158,66.10169491525424
44,0.2422749748276301,89.77221974095579,1.2298813687037613,64.40677966101696
45,0.24338423908621992,89.72755694506476,1.2574118403560024,65.2542372881356
46,0.22083792803195929,90.26351049575703,1.211994841000286,66.94915254237289
47,0.231556272389581,89.90620812862885,1.1573851929693404,64.40677966101696
48,0.2251705859403836,89.50424296560965,1.2465630637134535,66.10169491525424
49,0.23793204279816965,89.14694059848146,1.205503479593386,63.559322033898304
50,0.2351080045975868,89.50424296560965,1.2713289509006476,67.79661016949153
